station,lat,lon,date,precipitation_sum,temperature_2m_max,temperature_2m_min,temperature_2m_mean,et0_fao_evapotranspiration,windspeed_10m_max,relative_humidity_2m_mean,shortwave_radiation_sum
TanChau,10.804,105.234,1985-01-01,0.0,30.1,19.4,24.8,4.1,2.09,72,19.81
TanChau,10.804,105.234,1985-01-02,0.0,31.4,20.4,25.9,4.52,2.84,70,21.27
TanChau,10.804,105.234,1985-01-03,0.0,31.4,21.2,26.0,4.25,3.13,72,19.98
TanChau,10.804,105.234,1985-01-04,0.0,29.7,22.2,25.4,3.21,2.34,75,14.17
TanChau,10.804,105.234,1985-01-05,0.0,29.2,21.7,24.9,3.51,2.11,67,15.97
TanChau,10.804,105.234,1985-01-06,0.0,29.9,21.8,25.8,3.39,1.93,71,15.84
TanChau,10.804,105.234,1985-01-07,0.0,30.5,21.3,25.8,3.9,2.22,72,18.62
TanChau,10.804,105.234,1985-01-08,0.0,30.6,21.3,25.8,3.89,2.69,74,18.6
TanChau,10.804,105.234,1985-01-09,0.0,30.3,21.2,25.6,3.87,2.92,73,18.69
TanChau,10.804,105.234,1985-01-10,0.2,29.9,21.4,25.5,3.71,3.22,74,17.32
TanChau,10.804,105.234,1985-01-11,0.0,30.2,20.9,25.6,3.84,3.5,72,17.54
TanChau,10.804,105.234,1985-01-12,0.0,30.6,21.4,25.7,3.8,3.22,74,16.88
TanChau,10.804,105.234,1985-01-13,0.0,30.0,21.9,25.7,3.81,3.62,75,16.75
TanChau,10.804,105.234,1985-01-14,0.1,30.4,21.5,25.7,4.12,3.49,73,18.2
TanChau,10.804,105.234,1985-01-15,0.0,30.8,21.4,25.8,4.24,3.14,70,19.24
TanChau,10.804,105.234,1985-01-16,0.0,31.2,20.7,25.7,4.58,2.95,72,21.48
TanChau,10.804,105.234,1985-01-17,0.0,30.9,21.0,26.0,3.93,2.73,72,18.89
TanChau,10.804,105.234,1985-01-18,0.0,30.9,22.6,26.5,3.98,2.89,76,18.75
TanChau,10.804,105.234,1985-01-19,0.0,30.5,22.4,26.3,3.98,2.93,75,18.27
TanChau,10.804,105.234,1985-01-20,0.0,30.4,22.1,26.2,3.99,2.92,72,18.4
TanChau,10.804,105.234,1985-01-21,0.0,30.6,21.5,26.0,3.6,2.77,73,16.33
TanChau,10.804,105.234,1985-01-22,0.0,31.7,21.6,26.7,4.26,2.88,70,18.47
TanChau,10.804,105.234,1985-01-23,1.9,31.0,23.4,26.8,3.87,3.24,76,17.6
TanChau,10.804,105.234,1985-01-24,3.1,31.6,23.0,26.4,3.77,2.69,81,17.91
TanChau,10.804,105.234,1985-01-25,0.0,31.6,22.5,26.7,4.59,2.67,74,21.47
TanChau,10.804,105.234,1985-01-26,1.9,30.5,23.2,26.2,3.55,2.53,78,16.59
TanChau,10.804,105.234,1985-01-27,2.6,30.6,23.0,26.4,3.56,2.93,80,16.95
TanChau,10.804,105.234,1985-01-28,1.0,30.2,23.2,26.3,3.63,2.7,78,16.95
TanChau,10.804,105.234,1985-01-29,0.0,31.2,22.4,26.7,4.4,2.09,73,20.89
TanChau,10.804,105.234,1985-01-30,0.0,31.8,22.6,26.7,4.83,3.85,69,21.34
TanChau,10.804,105.234,1985-01-31,0.0,31.1,22.4,26.0,4.81,3.18,67,22.45
TanChau,10.804,105.234,1985-02-01,0.0,31.3,20.8,26.0,4.68,2.56,70,22.22
TanChau,10.804,105.234,1985-02-02,0.0,32.1,21.4,26.7,4.64,2.66,68,21.23
TanChau,10.804,105.234,1985-02-03,0.0,32.4,22.5,27.2,4.66,2.44,68,20.68
TanChau,10.804,105.234,1985-02-04,0.0,32.2,23.0,27.4,4.76,3.4,72,20.87
TanChau,10.804,105.234,1985-02-05,0.1,32.2,23.4,27.2,4.28,3.05,74,18.23
TanChau,10.804,105.234,1985-02-06,0.0,33.0,23.5,27.9,4.64,3.04,72,20.63
TanChau,10.804,105.234,1985-02-07,0.0,32.8,24.1,28.3,4.47,2.95,71,18.79
TanChau,10.804,105.234,1985-02-08,0.0,32.4,24.6,28.0,4.29,2.57,74,18.88
TanChau,10.804,105.234,1985-02-09,0.3,32.3,24.4,28.1,4.51,2.5,77,20.24
TanChau,10.804,105.234,1985-02-10,1.1,33.1,24.2,27.9,4.75,3.58,76,21.27
TanChau,10.804,105.234,1985-02-11,0.6,32.3,24.3,27.9,4.39,3.05,74,18.49
TanChau,10.804,105.234,1985-02-12,0.0,33.4,23.5,27.9,5.39,3.83,68,22.63
TanChau,10.804,105.234,1985-02-13,0.0,32.9,22.3,27.6,5.04,3.71,71,21.47
TanChau,10.804,105.234,1985-02-14,0.0,32.0,23.0,27.4,4.79,3.84,68,19.68
TanChau,10.804,105.234,1985-02-15,0.0,33.1,21.5,26.9,5.43,3.94,69,23.08
TanChau,10.804,105.234,1985-02-16,0.0,32.9,22.1,27.3,4.97,3.74,71,21.75
TanChau,10.804,105.234,1985-02-17,0.0,32.9,22.5,27.5,5.56,3.55,68,23.41
TanChau,10.804,105.234,1985-02-18,0.1,32.2,22.9,27.2,4.58,3.24,76,20.22
TanChau,10.804,105.234,1985-02-19,0.5,32.9,23.7,27.7,4.5,3.72,76,19.46
TanChau,10.804,105.234,1985-02-20,0.0,32.8,23.9,28.3,4.8,3.45,70,20.31
TanChau,10.804,105.234,1985-02-21,0.2,33.1,25.0,28.6,5.05,3.4,71,20.83
TanChau,10.804,105.234,1985-02-22,0.8,33.1,24.9,28.3,4.5,4.28,70,17.37
TanChau,10.804,105.234,1985-02-23,0.0,33.3,24.5,28.1,4.89,4.34,66,20.51
TanChau,10.804,105.234,1985-02-24,0.0,34.1,23.8,28.4,5.91,4.22,61,22.58
TanChau,10.804,105.234,1985-02-25,0.0,34.4,23.8,28.5,5.6,3.92,65,22.41
TanChau,10.804,105.234,1985-02-26,4.3,32.8,24.9,27.2,3.59,3.96,78,14.74
TanChau,10.804,105.234,1985-02-27,9.6,31.1,24.2,26.4,3.35,2.86,83,15.49
TanChau,10.804,105.234,1985-02-28,3.6,31.3,24.1,26.4,3.72,2.24,85,17.87
TanChau,10.804,105.234,1985-03-01,7.1,32.0,23.8,26.9,4.49,3.36,83,21.22
TanChau,10.804,105.234,1985-03-02,4.3,31.2,23.4,26.5,4.11,2.85,84,19.54
TanChau,10.804,105.234,1985-03-03,5.3,31.1,23.5,26.1,3.56,2.86,86,17.04
TanChau,10.804,105.234,1985-03-04,7.5,30.9,23.6,26.2,3.68,3.27,86,17.49
TanChau,10.804,105.234,1985-03-05,15.4,29.3,23.5,25.9,3.39,3.16,87,16.49
TanChau,10.804,105.234,1985-03-06,8.5,31.1,23.7,26.4,4.28,3.34,85,20.85
TanChau,10.804,105.234,1985-03-07,0.0,31.2,24.0,27.1,4.61,2.6,78,21.64
TanChau,10.804,105.234,1985-03-08,0.1,31.7,23.6,27.6,4.82,3.28,74,21.61
TanChau,10.804,105.234,1985-03-09,0.3,32.4,24.0,27.8,5.25,4.4,73,23.14
TanChau,10.804,105.234,1985-03-10,0.0,32.0,24.1,27.7,5.41,5.05,70,22.99
TanChau,10.804,105.234,1985-03-11,0.0,33.6,22.4,27.8,5.74,3.77,67,24.85
TanChau,10.804,105.234,1985-03-12,0.0,33.5,23.4,28.2,5.63,3.81,68,24.49
TanChau,10.804,105.234,1985-03-13,0.0,33.6,22.5,28.1,5.64,3.13,66,25.18
TanChau,10.804,105.234,1985-03-14,0.0,33.9,23.8,28.5,5.49,4.22,65,23.18
TanChau,10.804,105.234,1985-03-15,0.0,34.1,24.4,29.0,5.88,3.81,65,24.81
TanChau,10.804,105.234,1985-03-16,0.0,33.6,24.3,28.6,5.78,3.07,60,25.43
TanChau,10.804,105.234,1985-03-17,0.0,33.7,23.2,28.6,5.61,3.31,62,24.34
TanChau,10.804,105.234,1985-03-18,0.0,34.0,23.9,29.0,5.8,3.4,62,24.27
TanChau,10.804,105.234,1985-03-19,0.0,34.0,24.5,29.2,5.43,3.35,64,23.61
TanChau,10.804,105.234,1985-03-20,0.2,34.5,25.2,29.6,5.66,2.83,64,24.5
TanChau,10.804,105.234,1985-03-21,0.0,35.3,24.9,30.0,6.35,3.28,55,25.79
TanChau,10.804,105.234,1985-03-22,0.0,35.0,24.6,29.8,5.79,3.24,58,24.46
TanChau,10.804,105.234,1985-03-23,0.0,34.6,24.9,29.7,5.93,2.88,60,23.75
TanChau,10.804,105.234,1985-03-24,0.0,35.8,24.2,30.1,6.25,3.83,58,24.32
TanChau,10.804,105.234,1985-03-25,1.1,34.8,25.2,29.2,5.22,4.1,67,21.82
TanChau,10.804,105.234,1985-03-26,7.1,34.7,24.2,28.6,5.09,3.26,73,21.97
TanChau,10.804,105.234,1985-03-27,0.4,33.8,25.0,29.0,4.93,3.21,72,20.67
TanChau,10.804,105.234,1985-03-28,0.3,34.9,25.4,29.6,5.57,3.11,68,22.69
TanChau,10.804,105.234,1985-03-29,0.0,35.0,25.9,30.0,5.11,2.33,66,20.95
TanChau,10.804,105.234,1985-03-30,0.0,35.3,25.5,30.1,5.76,3.45,63,22.97
TanChau,10.804,105.234,1985-03-31,2.3,34.3,25.8,29.1,4.82,2.56,69,20.78
TanChau,10.804,105.234,1985-04-01,4.6,34.2,25.3,28.4,5.03,3.07,75,22.75
TanChau,10.804,105.234,1985-04-02,0.1,34.3,24.9,29.0,5.29,3.29,73,23.08
TanChau,10.804,105.234,1985-04-03,0.7,34.8,25.7,29.2,5.55,3.73,67,23.07
TanChau,10.804,105.234,1985-04-04,0.0,35.6,25.7,30.3,6.18,3.45,61,24.23
TanChau,10.804,105.234,1985-04-05,0.0,36.3,25.5,30.1,6.04,3.88,62,24.15
TanChau,10.804,105.234,1985-04-06,1.7,35.3,25.8,29.7,5.35,2.97,69,23.05
TanChau,10.804,105.234,1985-04-07,2.0,33.0,25.9,29.3,5.12,3.47,74,21.91
TanChau,10.804,105.234,1985-04-08,0.4,35.7,26.2,29.9,5.68,3.62,71,22.84
TanChau,10.804,105.234,1985-04-09,0.2,36.8,25.8,30.2,6.63,3.94,65,26.38
TanChau,10.804,105.234,1985-04-10,0.0,36.4,25.3,30.0,6.63,4.18,65,26.16
TanChau,10.804,105.234,1985-04-11,0.0,36.6,25.2,30.3,6.48,4.48,67,25.23
TanChau,10.804,105.234,1985-04-12,0.0,37.8,26.8,31.2,6.59,4.79,67,25.09
TanChau,10.804,105.234,1985-04-13,0.2,37.4,27.0,31.0,6.42,4.63,67,24.47
TanChau,10.804,105.234,1985-04-14,2.7,36.8,27.3,30.7,5.74,3.64,67,22.1
TanChau,10.804,105.234,1985-04-15,0.1,35.2,25.5,30.2,5.72,3.35,67,22.9
TanChau,10.804,105.234,1985-04-16,6.8,35.9,25.4,29.3,5.38,3.64,73,22.78
TanChau,10.804,105.234,1985-04-17,10.1,29.9,25.2,27.4,3.01,2.88,81,13.46
TanChau,10.804,105.234,1985-04-18,17.3,32.6,24.5,26.5,3.17,3.48,86,14.59
TanChau,10.804,105.234,1985-04-19,22.9,31.3,23.9,26.4,3.84,3.27,87,18.42
TanChau,10.804,105.234,1985-04-20,3.8,32.7,24.4,27.7,4.65,4.06,82,21.77
TanChau,10.804,105.234,1985-04-21,11.0,32.1,24.6,27.3,4.45,3.32,85,21.01
TanChau,10.804,105.234,1985-04-22,7.5,31.8,24.6,27.2,4.38,2.84,85,20.38
TanChau,10.804,105.234,1985-04-23,10.1,30.3,24.3,26.8,3.36,3.71,85,15.79
TanChau,10.804,105.234,1985-04-24,3.5,31.6,24.5,27.3,4.5,2.8,85,21.5
TanChau,10.804,105.234,1985-04-25,10.7,30.2,24.7,26.8,3.24,3.24,86,15.58
TanChau,10.804,105.234,1985-04-26,10.3,31.4,24.8,27.2,3.88,4.47,87,18.8
TanChau,10.804,105.234,1985-04-27,13.5,28.2,24.2,25.8,2.14,1.79,91,10.1
TanChau,10.804,105.234,1985-04-28,9.2,29.3,24.2,25.9,2.89,2.83,87,13.7
TanChau,10.804,105.234,1985-04-29,15.5,29.5,23.8,25.5,2.92,4.08,91,14.17
TanChau,10.804,105.234,1985-04-30,7.9,28.9,24.1,25.2,2.52,4.75,92,12.59
TanChau,10.804,105.234,1985-05-01,3.3,29.1,24.2,26.3,3.12,4.74,87,14.82
TanChau,10.804,105.234,1985-05-02,1.7,30.1,24.8,26.6,3.53,4.38,86,17.14
TanChau,10.804,105.234,1985-05-03,2.1,31.4,24.5,27.4,4.44,3.94,85,21.73
TanChau,10.804,105.234,1985-05-04,0.5,32.3,25.0,28.0,4.76,3.68,81,22.51
TanChau,10.804,105.234,1985-05-05,1.6,32.4,25.0,28.0,4.87,3.39,83,23.05
TanChau,10.804,105.234,1985-05-06,2.9,32.2,25.3,28.1,4.78,4.03,83,22.71
TanChau,10.804,105.234,1985-05-07,3.0,32.2,25.2,28.2,4.88,2.48,85,23.31
TanChau,10.804,105.234,1985-05-08,6.8,31.7,25.3,27.4,4.08,3.24,86,19.52
TanChau,10.804,105.234,1985-05-09,11.4,31.5,24.6,27.1,4.04,2.14,85,19.33
TanChau,10.804,105.234,1985-05-10,5.4,30.5,24.3,26.7,4.08,2.9,86,20.1
TanChau,10.804,105.234,1985-05-11,9.8,30.5,24.4,26.6,3.47,4.68,88,16.8
TanChau,10.804,105.234,1985-05-12,6.9,31.2,24.3,26.8,4.25,2.62,86,20.66
TanChau,10.804,105.234,1985-05-13,14.2,31.1,24.4,26.6,4.05,2.53,88,19.72
TanChau,10.804,105.234,1985-05-14,9.1,31.0,24.1,26.6,3.96,2.55,87,19.4
TanChau,10.804,105.234,1985-05-15,5.0,31.5,24.2,26.8,4.28,3.32,88,21.09
TanChau,10.804,105.234,1985-05-16,6.6,30.8,24.2,26.5,3.5,3.47,88,17.06
TanChau,10.804,105.234,1985-05-17,3.5,30.4,24.9,27.0,3.83,3.42,85,18.39
TanChau,10.804,105.234,1985-05-18,2.8,31.3,24.8,27.4,4.13,3.08,86,20.16
TanChau,10.804,105.234,1985-05-19,9.4,31.7,24.6,27.1,4.42,2.35,87,21.3
TanChau,10.804,105.234,1985-05-20,6.3,30.5,24.4,27.1,3.48,4.47,87,16.79
TanChau,10.804,105.234,1985-05-21,6.4,31.5,24.4,27.1,4.5,3.54,85,22.02
TanChau,10.804,105.234,1985-05-22,4.1,31.0,24.5,27.2,4.06,2.71,86,19.84
TanChau,10.804,105.234,1985-05-23,8.6,31.2,25.2,27.3,4.01,1.94,86,19.18
TanChau,10.804,105.234,1985-05-24,10.0,31.4,24.9,27.4,4.44,3.42,88,21.89
TanChau,10.804,105.234,1985-05-25,22.1,30.6,24.9,26.8,3.44,2.5,89,16.61
TanChau,10.804,105.234,1985-05-26,15.2,30.4,24.5,26.4,3.48,3.54,91,17.27
TanChau,10.804,105.234,1985-05-27,1.0,31.4,24.6,27.5,4.48,3.81,85,21.6
TanChau,10.804,105.234,1985-05-28,5.9,31.4,25.1,27.6,4.2,5.61,85,20.38
TanChau,10.804,105.234,1985-05-29,2.8,31.8,25.2,27.8,4.67,3.0,85,22.66
TanChau,10.804,105.234,1985-05-30,5.1,31.9,24.6,27.5,4.57,2.83,85,22.36
TanChau,10.804,105.234,1985-05-31,9.7,30.1,24.6,26.9,3.55,4.89,87,17.5
TanChau,10.804,105.234,1985-06-01,2.3,32.1,24.4,27.8,4.61,2.6,86,22.39
TanChau,10.804,105.234,1985-06-02,5.1,32.3,25.4,28.2,4.52,2.64,84,21.37
TanChau,10.804,105.234,1985-06-03,16.3,31.0,25.7,27.5,3.25,2.82,89,15.65
TanChau,10.804,105.234,1985-06-04,6.7,31.3,25.9,27.4,4.09,4.11,87,19.64
TanChau,10.804,105.234,1985-06-05,5.0,31.0,24.9,27.0,3.91,4.66,88,19.11
TanChau,10.804,105.234,1985-06-06,0.5,30.9,24.6,27.4,3.88,2.55,83,18.31
TanChau,10.804,105.234,1985-06-07,14.4,31.7,25.0,27.5,4.71,3.11,84,22.62
TanChau,10.804,105.234,1985-06-08,0.7,32.3,25.7,28.4,4.69,5.0,81,21.07
TanChau,10.804,105.234,1985-06-09,1.9,31.6,25.9,27.9,4.28,5.17,81,18.45
TanChau,10.804,105.234,1985-06-10,6.4,29.3,25.4,27.0,3.3,5.37,84,15.05
TanChau,10.804,105.234,1985-06-11,0.1,30.8,24.9,27.6,3.88,4.47,81,16.87
TanChau,10.804,105.234,1985-06-12,4.0,30.9,25.8,27.5,3.93,4.96,81,17.15
TanChau,10.804,105.234,1985-06-13,9.9,29.8,24.8,26.3,2.99,6.02,87,14.04
TanChau,10.804,105.234,1985-06-14,1.1,28.5,24.7,26.3,2.45,5.15,88,10.88
TanChau,10.804,105.234,1985-06-15,0.5,30.9,24.6,27.4,4.02,5.24,80,16.71
TanChau,10.804,105.234,1985-06-16,0.7,31.1,25.3,27.6,4.48,5.83,80,19.49
TanChau,10.804,105.234,1985-06-17,8.5,30.2,25.4,26.9,3.98,6.38,83,18.03
TanChau,10.804,105.234,1985-06-18,11.7,26.3,24.7,25.5,1.94,5.25,91,8.57
TanChau,10.804,105.234,1985-06-19,26.2,26.4,23.8,24.9,1.61,6.16,92,7.26
TanChau,10.804,105.234,1985-06-20,3.4,29.2,24.4,26.3,4.11,7.63,84,19.94
TanChau,10.804,105.234,1985-06-21,7.1,28.6,24.3,26.1,3.47,6.14,87,17.31
TanChau,10.804,105.234,1985-06-22,12.0,26.6,24.2,25.0,1.71,6.8,93,8.37
TanChau,10.804,105.234,1985-06-23,0.0,30.5,24.0,26.9,4.06,5.73,79,17.38
TanChau,10.804,105.234,1985-06-24,0.0,30.9,25.0,27.5,4.55,5.12,78,20.21
TanChau,10.804,105.234,1985-06-25,4.5,30.4,24.9,27.0,4.18,6.13,83,19.87
TanChau,10.804,105.234,1985-06-26,1.6,30.3,24.7,27.1,4.34,5.82,82,20.25
TanChau,10.804,105.234,1985-06-27,0.0,30.8,25.1,27.5,4.58,5.46,79,20.27
TanChau,10.804,105.234,1985-06-28,0.0,30.2,25.4,27.3,3.96,6.0,80,16.77
TanChau,10.804,105.234,1985-06-29,0.4,31.0,25.2,27.6,4.8,5.77,79,21.36
TanChau,10.804,105.234,1985-06-30,1.0,31.3,25.1,27.5,4.73,4.95,80,21.51
TanChau,10.804,105.234,1985-07-01,0.0,29.9,25.2,27.2,3.61,5.28,80,14.74
TanChau,10.804,105.234,1985-07-02,0.4,30.7,25.2,27.1,4.18,5.77,79,18.36
TanChau,10.804,105.234,1985-07-03,0.9,31.6,24.4,27.3,4.52,4.3,80,20.65
TanChau,10.804,105.234,1985-07-04,5.9,31.0,24.1,26.5,3.65,4.83,84,17.14
TanChau,10.804,105.234,1985-07-05,1.0,30.7,24.1,26.9,4.31,4.53,81,19.89
TanChau,10.804,105.234,1985-07-06,3.7,31.2,24.4,27.0,4.47,4.44,80,20.77
TanChau,10.804,105.234,1985-07-07,5.2,31.0,24.7,26.9,3.83,4.26,81,16.77
TanChau,10.804,105.234,1985-07-08,7.2,30.1,24.9,26.9,4.2,5.59,80,19.09
TanChau,10.804,105.234,1985-07-09,3.2,31.4,23.8,27.0,4.6,3.91,82,21.53
TanChau,10.804,105.234,1985-07-10,17.7,31.1,23.8,26.4,4.1,3.35,85,19.48
TanChau,10.804,105.234,1985-07-11,22.7,27.9,23.6,25.2,2.02,3.16,93,9.69
TanChau,10.804,105.234,1985-07-12,3.4,28.6,23.5,25.7,2.96,4.05,87,13.82
TanChau,10.804,105.234,1985-07-13,1.3,30.3,23.9,26.5,4.39,4.03,81,21.03
TanChau,10.804,105.234,1985-07-14,2.6,31.0,23.3,26.8,4.66,2.82,82,22.72
TanChau,10.804,105.234,1985-07-15,0.0,31.9,24.0,27.3,4.84,3.98,80,22.66
TanChau,10.804,105.234,1985-07-16,3.9,30.6,24.5,26.8,3.32,2.31,84,15.51
TanChau,10.804,105.234,1985-07-17,4.6,30.8,24.5,26.8,3.41,3.31,85,16.16
TanChau,10.804,105.234,1985-07-18,1.5,31.2,24.4,27.0,4.4,4.39,82,20.52
TanChau,10.804,105.234,1985-07-19,10.1,30.6,24.4,26.6,4.09,4.38,84,20.02
TanChau,10.804,105.234,1985-07-20,6.4,31.6,23.9,26.7,4.44,3.4,85,21.73
TanChau,10.804,105.234,1985-07-21,7.8,31.4,24.0,26.8,4.26,2.47,86,20.51
TanChau,10.804,105.234,1985-07-22,13.1,30.7,23.7,26.4,4.01,1.98,87,19.64
TanChau,10.804,105.234,1985-07-23,3.9,29.9,23.5,25.9,3.28,2.79,85,15.69
TanChau,10.804,105.234,1985-07-24,8.2,31.3,23.5,26.5,4.27,3.92,85,21.06
TanChau,10.804,105.234,1985-07-25,7.3,30.6,23.7,26.5,4.2,4.02,84,20.31
TanChau,10.804,105.234,1985-07-26,3.5,30.8,24.2,26.6,4.34,5.12,83,20.66
TanChau,10.804,105.234,1985-07-27,8.3,30.4,24.6,27.1,4.27,4.92,80,19.52
TanChau,10.804,105.234,1985-07-28,9.0,31.1,24.2,27.3,4.38,4.42,81,20.04
TanChau,10.804,105.234,1985-07-29,4.5,31.2,24.7,27.2,4.63,5.41,80,21.03
TanChau,10.804,105.234,1985-07-30,7.7,29.9,24.6,26.8,4.05,4.17,81,18.03
TanChau,10.804,105.234,1985-07-31,3.9,31.5,24.2,26.8,4.32,5.55,82,20.65
TanChau,10.804,105.234,1985-08-01,14.6,31.0,24.4,26.7,3.97,4.26,84,19.23
TanChau,10.804,105.234,1985-08-02,9.1,31.3,24.9,27.2,4.12,3.83,82,18.72
TanChau,10.804,105.234,1985-08-03,0.5,31.5,25.1,27.7,4.72,5.01,80,21.15
TanChau,10.804,105.234,1985-08-04,4.0,31.2,24.6,27.3,4.55,5.77,82,21.55
TanChau,10.804,105.234,1985-08-05,7.8,31.6,24.8,27.2,4.35,5.0,82,20.36
TanChau,10.804,105.234,1985-08-06,3.5,32.2,24.2,27.2,4.64,5.66,82,21.75
TanChau,10.804,105.234,1985-08-07,10.7,31.0,24.5,27.2,4.21,5.57,80,19.11
TanChau,10.804,105.234,1985-08-08,9.0,29.7,24.7,26.1,2.72,5.52,85,11.14
TanChau,10.804,105.234,1985-08-09,12.8,27.9,24.2,25.3,2.31,5.32,91,11.12
TanChau,10.804,105.234,1985-08-10,8.5,29.9,24.2,26.3,3.79,7.02,83,17.24
TanChau,10.804,105.234,1985-08-11,4.5,29.4,25.2,26.9,4.11,7.21,80,18.12
TanChau,10.804,105.234,1985-08-12,7.6,28.6,24.3,25.9,3.09,7.02,86,14.37
TanChau,10.804,105.234,1985-08-13,7.1,30.3,24.4,25.9,3.34,6.13,88,16.08
TanChau,10.804,105.234,1985-08-14,5.1,30.4,24.2,26.3,3.32,5.54,85,14.47
TanChau,10.804,105.234,1985-08-15,7.2,31.0,24.6,26.8,4.4,5.86,82,20.27
TanChau,10.804,105.234,1985-08-16,4.4,30.0,24.7,26.8,3.82,4.83,83,17.92
TanChau,10.804,105.234,1985-08-17,3.9,30.8,24.3,26.6,3.49,5.13,84,15.67
TanChau,10.804,105.234,1985-08-18,10.3,30.1,24.5,26.4,3.09,4.19,88,14.58
TanChau,10.804,105.234,1985-08-19,21.6,31.0,24.9,26.6,3.9,6.31,87,18.96
TanChau,10.804,105.234,1985-08-20,3.3,31.8,24.8,27.1,4.15,5.25,82,18.8
TanChau,10.804,105.234,1985-08-21,3.1,31.8,24.3,27.4,4.57,5.06,81,20.06
TanChau,10.804,105.234,1985-08-22,10.0,29.7,24.7,27.1,3.85,5.27,82,16.91
TanChau,10.804,105.234,1985-08-23,3.3,31.1,24.9,27.7,4.92,6.09,78,21.73
TanChau,10.804,105.234,1985-08-24,5.1,29.4,25.0,26.9,3.81,6.94,82,16.96
TanChau,10.804,105.234,1985-08-25,1.9,29.9,24.9,27.2,4.16,6.59,80,17.85
TanChau,10.804,105.234,1985-08-26,6.4,29.7,24.9,27.1,4.24,6.75,80,18.32
TanChau,10.804,105.234,1985-08-27,3.7,29.7,24.8,26.9,4.04,6.53,81,17.51
TanChau,10.804,105.234,1985-08-28,0.6,30.9,25.0,27.5,4.65,6.07,78,19.96
TanChau,10.804,105.234,1985-08-29,1.2,31.9,24.6,27.6,4.9,4.84,80,22.4
TanChau,10.804,105.234,1985-08-30,0.5,31.8,24.6,27.9,4.67,4.61,78,20.36
TanChau,10.804,105.234,1985-08-31,1.7,32.2,24.8,27.5,4.48,4.6,81,20.19
TanChau,10.804,105.234,1985-09-01,0.9,32.8,24.9,28.0,5.3,4.71,78,23.56
TanChau,10.804,105.234,1985-09-02,4.5,32.5,24.7,27.8,5.13,5.75,79,22.8
TanChau,10.804,105.234,1985-09-03,3.8,30.3,25.0,26.9,3.93,6.31,81,16.96
TanChau,10.804,105.234,1985-09-04,7.9,30.3,24.7,26.5,3.69,5.88,82,15.63
TanChau,10.804,105.234,1985-09-05,12.6,25.9,23.8,24.7,1.69,6.03,92,7.6
TanChau,10.804,105.234,1985-09-06,29.7,28.2,23.6,25.0,2.05,6.52,90,9.44
TanChau,10.804,105.234,1985-09-07,1.5,30.9,24.0,26.8,4.49,5.87,80,20.3
TanChau,10.804,105.234,1985-09-08,7.5,31.6,24.2,26.7,4.03,4.9,82,18.44
TanChau,10.804,105.234,1985-09-09,9.6,31.6,24.5,26.7,3.25,5.11,84,14.2
TanChau,10.804,105.234,1985-09-10,3.7,29.3,24.6,26.4,2.55,3.61,86,11.12
TanChau,10.804,105.234,1985-09-11,4.2,30.1,24.5,26.6,3.54,4.12,85,16.83
TanChau,10.804,105.234,1985-09-12,8.2,30.6,24.2,26.8,4.09,4.67,83,19.5
TanChau,10.804,105.234,1985-09-13,6.9,32.0,24.5,27.2,4.21,3.66,83,19.98
TanChau,10.804,105.234,1985-09-14,18.0,31.8,24.1,26.9,3.84,3.68,85,18.33
TanChau,10.804,105.234,1985-09-15,17.3,31.1,24.4,26.4,3.36,3.34,87,16.14
TanChau,10.804,105.234,1985-09-16,6.3,30.5,24.1,26.3,3.39,3.76,88,16.18
TanChau,10.804,105.234,1985-09-17,9.7,30.0,24.0,25.9,2.82,4.81,88,13.37
TanChau,10.804,105.234,1985-09-18,16.7,29.9,24.0,25.8,2.74,3.55,89,12.87
TanChau,10.804,105.234,1985-09-19,11.0,27.7,23.9,25.3,2.09,3.11,93,10.18
TanChau,10.804,105.234,1985-09-20,5.3,30.1,23.7,26.1,3.43,3.76,87,16.73
TanChau,10.804,105.234,1985-09-21,10.5,31.2,24.0,26.7,3.85,3.51,86,19.02
TanChau,10.804,105.234,1985-09-22,8.9,31.3,24.2,26.8,3.96,3.68,85,18.98
TanChau,10.804,105.234,1985-09-23,11.0,31.3,24.0,26.6,3.8,3.68,86,18.23
TanChau,10.804,105.234,1985-09-24,29.9,31.0,23.3,26.1,3.74,2.24,86,18.11
TanChau,10.804,105.234,1985-09-25,26.1,30.3,23.6,25.8,3.17,2.56,90,15.4
TanChau,10.804,105.234,1985-09-26,26.1,30.2,23.9,26.3,3.41,1.98,87,16.31
TanChau,10.804,105.234,1985-09-27,9.4,29.7,23.9,26.3,3.23,2.38,87,15.36
TanChau,10.804,105.234,1985-09-28,6.6,31.0,23.6,26.2,3.08,2.78,86,14.32
TanChau,10.804,105.234,1985-09-29,10.5,29.9,23.8,26.0,3.09,2.5,87,14.87
TanChau,10.804,105.234,1985-09-30,6.9,30.2,24.1,26.1,3.16,1.49,88,15.29
TanChau,10.804,105.234,1985-10-01,13.2,31.2,23.9,26.5,3.73,3.41,88,18.05
TanChau,10.804,105.234,1985-10-02,33.8,30.6,23.8,26.0,3.15,3.13,88,15.14
TanChau,10.804,105.234,1985-10-03,20.7,27.8,24.0,25.2,2.03,3.68,93,9.97
TanChau,10.804,105.234,1985-10-04,19.9,26.5,23.2,24.2,1.28,1.98,95,5.81
TanChau,10.804,105.234,1985-10-05,43.5,27.2,22.8,24.4,2.0,3.33,92,9.68
