date,TanChau_Discharge,MyTho_EC,MyTho_Salinity,TanChau_Discharge_lag_1d,TanChau_Discharge_lag_3d,TanChau_Discharge_lag_5d,TanChau_Discharge_lag_7d,TanChau_Discharge_lag_14d,TanChau_Discharge_lag_21d,TanChau_Discharge_lag_30d,TanChau_Discharge_roll_3d,TanChau_Discharge_roll_7d,TanChau_Discharge_roll_14d
1985-08-25,6427.9707,14.957142857142857,9.572571428571429,6174.0938,5940.12,6121.494,6790.8037,6895.2305,6364.748,4254.796,6198.440755208333,6151.354631696428,6876.210658482143
1985-08-26,6582.541,14.842857142857143,9.499428571428572,6427.9707,5993.258,5960.37,6442.176,7627.449,6531.005,4140.6387,6394.868489583333,6171.406808035715,6801.574358258928
1985-08-27,6627.672,14.72857142857143,9.426285714285715,6582.541,6174.0938,5940.12,6121.494,7922.4736,6486.749,4005.503,6546.061197916667,6243.717912946428,6709.088518415178
1985-08-28,6648.701,14.614285714285716,9.353142857142856,6627.672,6427.9707,5993.258,5960.37,8129.082,6316.7266,3915.288,6619.638020833333,6342.050920758928,6603.347028459822
1985-08-29,6677.12,14.5,9.28,6648.701,6582.541,6174.0938,5940.12,8012.7812,6054.802,3950.3623,6651.164388020833,6447.336635044643,6507.942661830357
1985-08-30,6774.001,14.385714285714286,9.206857142857142,6677.12,6627.672,6427.9707,5993.258,7578.4053,5787.698,4177.417,6699.940755208333,6558.871372767857,6450.485212053572
1985-08-31,6744.2656,14.271428571428572,9.133714285714285,6774.001,6648.701,6582.541,6174.0938,7146.4717,5922.2666,4585.4805,6731.795572916667,6640.324497767857,6421.756208147322
1985-09-01,6474.0615,14.157142857142858,9.060571428571428,6744.2656,6677.12,6627.672,6427.9707,6790.8037,6895.2305,5120.3516,6664.109375,6646.908900669643,6399.131766183035
1985-09-02,6139.548,14.042857142857143,8.987428571428572,6474.0615,6774.001,6648.701,6582.541,6442.176,7627.449,5755.495,6452.625,6583.624162946428,6377.515485491072
1985-09-03,5920.083,13.928571428571429,8.914285714285715,6139.548,6744.2656,6677.12,6627.672,6121.494,7922.4736,6364.748,6177.8974609375,6482.5400390625,6363.128976004465
1985-09-04,5857.792,13.814285714285715,8.841142857142858,5920.083,6474.0615,6774.001,6648.701,5960.37,8129.082,6531.005,5972.474283854167,6369.553013392857,6355.801967075893
