date,TanChau_Discharge,MyTho_EC,MyTho_Salinity,TanChau_Discharge_lag_1d,TanChau_Discharge_lag_3d,TanChau_Discharge_lag_5d,TanChau_Discharge_lag_7d,TanChau_Discharge_lag_14d,TanChau_Discharge_lag_21d,TanChau_Discharge_lag_30d,TanChau_Discharge_roll_3d,TanChau_Discharge_roll_7d,TanChau_Discharge_roll_14d
1993-09-01,5675.417,17.50967741935484,11.206193548387096,5473.753,5057.45,5166.1885,5477.961,5673.908,5541.503,5048.9893,5456.300130208333,5281.444056919643,5418.871861049107
1993-09-02,5715.5654,17.516129032258064,11.210322580645162,5675.417,5219.7305,5050.204,5327.365,5509.92,5568.292,5385.329,5621.578450520833,5336.901227678572,5433.560825892857
1993-09-03,5675.627,17.52258064516129,11.214451612903225,5715.5654,5473.753,5057.45,5166.1885,5487.702,5489.449,5778.448,5688.869791666667,5409.678152901785,5446.984026227678
1993-09-04,5745.468,17.529032258064518,11.21858064516129,5675.627,5675.417,5219.7305,5050.204,5522.711,5311.7,5892.372,5712.220052083333,5509.001534598215,5462.895228794643
1993-09-05,5992.1562,17.53548387096774,11.222709677419356,5745.468,5715.5654,5473.753,5057.45,5588.2705,5159.214,5689.832,5804.4169921875,5642.530970982143,5491.744210379465
1993-09-06,6187.6777,17.54193548387097,11.22683870967742,5992.1562,5675.627,5675.417,5219.7305,5671.374,5368.708,5415.6475,5975.1005859375,5780.809151785715,5528.623046875
1993-09-07,6233.621,17.548387096774196,11.230967741935485,6187.6777,5745.468,5715.5654,5473.753,5636.159,5754.1455,5187.2236,6137.818359375,5889.361746651785,5571.298897879465
1993-09-08,6246.5703,17.55483870967742,11.235096774193549,6233.621,5992.1562,5675.627,5675.417,5477.961,5673.908,5171.122,6222.623046875,5970.955078125,5626.199567522322
1993-09-09,6394.1904,17.561290322580646,11.239225806451614,6246.5703,6187.6777,5745.468,5715.5654,5327.365,5509.92,5370.837,6291.460611979167,6067.901506696428,5702.4013671875
1993-09-10,6716.744,17.567741935483873,11.243354838709678,6394.1904,6233.621,5992.1562,5675.627,5166.1885,5487.702,5541.503,6452.501627604167,6216.632533482143,5813.155343191965
1993-09-11,6993.622,17.574193548387097,11.247483870967743,6716.744,6246.5703,6187.6777,5745.468,5050.204,5522.711,5568.292,6701.518880208333,6394.940290178572,5951.970912388393
1993-09-12,7146.635,17.580645161290324,11.251612903225807,6993.622,6394.1904,6233.621,5992.1562,5057.45,5588.2705,5489.449,6952.333658854167,6559.865792410715,6101.198381696428
1993-09-13,7125.839,17.58709677419355,11.255741935483872,7146.635,6716.744,6246.5703,6187.6777,5219.7305,5671.374,5311.7,7088.698567708333,6693.888811383928,6237.348981584822
1993-09-14,6955.548,17.593548387096774,11.259870967741936,7125.839,6993.622,6394.1904,6233.621,5473.753,5636.159,5159.214,7076.007161458333,6797.021205357143,6343.191476004465
1993-09-15,6837.7676,17.6,11.264000000000001,6955.548,7146.635,6716.744,6246.5703,5675.417,5477.961,5368.708,6973.051432291667,6881.477957589285,6426.216517857143
1993-09-16,6862.129,17.62,11.276800000000001,6837.7676,7125.839,6993.622,6394.1904,5715.5654,5327.365,5754.1455,6885.148111979167,6948.326311383928,6508.113909040178
1993-09-17,6864.3945,17.64,11.289600000000002,6862.129,6955.548,7146.635,6716.744,5675.627,5166.1885,5673.908,6854.763671875,6969.419224330357,6593.02587890625
1993-09-18,6729.0586,17.66,11.3024,6864.3945,6837.7676,7125.839,6993.622,5745.468,5050.204,5509.92,6818.52734375,6931.624441964285,6663.282366071428
1993-09-19,6581.171,17.68,11.3152,6729.0586,6862.129,6955.548,7146.635,5992.1562,5057.45,5487.702,6724.874674479167,6850.843889508928,6705.354840959822
1993-09-20,6527.5713,17.700000000000003,11.328000000000001,6581.171,6864.3945,6837.7676,7125.839,6187.6777,5219.7305,5522.711,6612.600260416667,6765.377092633928,6729.632952008928
1993-09-21,6535.089,17.720000000000002,11.340800000000002,6527.5713,6729.0586,6862.129,6955.548,6233.621,5473.753,5588.2705,6547.943684895833,6705.3115234375,6751.166364397322
1993-09-22,6584.8975,17.740000000000002,11.3536,6535.089,6581.171,6864.3945,6837.7676,6246.5703,5675.417,5671.374,6549.185872395833,6669.187220982143,6775.332589285715
1993-09-23,6598.4893,17.76,11.3664,6584.8975,6527.5713,6729.0586,6862.129,6394.1904,5715.5654,5636.159,6572.8251953125,6631.5244140625,6789.925362723215
1993-09-24,6563.0146,17.78,11.3792,6598.4893,6535.089,6581.171,6864.3945,6716.744,5675.627,5477.961,6582.1337890625,6588.470145089285,6778.944684709822
1993-09-25,6563.8076,17.8,11.392000000000001,6563.0146,6584.8975,6527.5713,6729.0586,6993.622,5745.468,5327.365,6575.103841145833,6564.862862723215,6748.24365234375
1993-09-26,6548.1797,17.82,11.4048,6563.8076,6598.4893,6535.089,6581.171,7146.635,5992.1562,5166.1885,6558.333984375,6560.149832589285,6705.496861049107
1993-09-27,6433.282,17.84,11.4176,6548.1797,6563.0146,6584.8975,6527.5713,7125.839,6187.6777,5050.204,6515.08984375,6546.679966517857,6656.028529575893
1993-09-28,6228.627,17.86,11.4304,6433.282,6563.8076,6598.4893,6535.089,6955.548,6233.621,5057.45,6403.362955729167,6502.899693080357,6604.105608258928
1993-09-29,6002.4307,17.88,11.443200000000001,6228.627,6548.1797,6563.0146,6584.8975,6837.7676,6246.5703,5219.7305,6221.446614583333,6419.690150669643,6544.438685825893
1993-09-30,5832.754,17.9,11.456,6002.4307,6433.282,6563.8076,6598.4893,6862.129,6394.1904,5473.753,6021.2705078125,6310.299386160715,6470.911900111607
1993-10-01,5736.5127,17.92,11.4688,5832.754,6228.627,6548.1797,6563.0146,6864.3945,6716.744,5675.417,5857.232421875,6192.227678571428,6390.348911830357
1993-10-02,5663.6934,17.94,11.4816,5736.5127,6002.4307,6433.282,6563.8076,6729.0586,6993.622,5715.5654,5744.319986979167,6063.639927455357,6314.251395089285
1993-10-03,5574.498,17.96,11.4944,5663.6934,5832.754,6228.627,6548.1797,6581.171,7146.635,5675.627,5658.234700520833,5924.542550223215,6242.34619140625
1993-10-04,5484.505,17.98,11.507200000000001,5574.498,5736.5127,6002.4307,6433.282,6527.5713,7125.839,5745.468,5574.232096354167,5789.0029296875,6167.841448102678
1993-10-05,5870.9033,18.0,11.52,5484.505,5663.6934,5832.754,6228.627,6535.089,6955.548,5992.1562,5643.302083333333,5737.899553571428,6120.399623325893
1993-10-06,7367.7793,18.02,11.5328,5870.9033,5574.498,5736.5127,6002.4307,6584.8975,6837.7676,6187.6777,6241.0625,5932.949358258928,6176.319754464285
1993-10-07,7756.9385,18.04,11.5456,7367.7793,5484.505,5663.6934,5832.754,6598.4893,6862.129,6233.621,6998.540364583333,6207.832868303572,6259.066127232143
1993-10-08,6940.422,18.06,11.5584,7756.9385,5870.9033,5574.498,5736.5127,6563.0146,6864.3945,6246.5703,7355.046549479167,6379.819893973215,6286.023786272322
1993-10-09,6216.1973,18.08,11.5712,6940.422,7367.7793,5484.505,5663.6934,6563.8076,6729.0586,6394.1904,6971.185872395833,6458.7490234375,6261.194475446428
1993-10-10,5812.413,18.099999999999998,11.584,6216.1973,7756.9385,5870.9033,5574.498,6548.1797,6581.171,6716.744,6323.0107421875,6492.736886160715,6208.639718191965
1993-10-11,5557.368,18.12,11.5968,5812.413,6940.422,7367.7793,5484.505,6433.282,6527.5713,6993.622,5861.992838541667,6503.145926339285,6146.074428013393
1993-10-12,5273.41,18.14,11.6096,5557.368,6216.1973,7756.9385,5870.9033,6228.627,6535.089,7146.635,5547.73046875,6417.789760044643,6077.844656808035
1993-10-13,4955.4697,18.16,11.622399999999999,5273.41,5812.413,6940.422,7367.7793,6002.4307,6584.8975,7125.839,5262.082682291667,6073.174107142857,6003.061732700893
1993-10-14,4651.831,18.18,11.6352,4955.4697,5557.368,6216.1973,7756.9385,5832.754,6598.4893,6955.548,4960.236979166667,5629.587332589285,5918.710100446428
1993-10-15,4382.343,18.2,11.648,4651.831,5273.41,5812.413,6940.422,5736.5127,6563.0146,6837.7676,4663.214518229167,5264.1474609375,5821.983677455357
1993-10-16,4152.356,18.09032258064516,11.577806451612902,4382.343,4955.4697,5557.368,6216.1973,5663.6934,6563.8076,6862.129,4395.509928385417,4969.31298828125,5714.031005859375
1993-10-17,3950.643,17.980645161290322,11.507612903225807,4152.356,4651.831,5273.41,5812.413,5574.498,6548.1797,6864.3945,4161.780598958333,4703.345842633928,5598.041364397322
1993-10-18,3801.7422,17.870967741935484,11.43741935483871,3950.643,4382.343,4955.4697,5557.368,5484.505,6433.282,6729.0586,3968.2470703125,4452.542131696428,5477.844029017857
1993-10-19,3784.455,17.761290322580646,11.367225806451613,3801.7422,4152.356,4651.831,5273.41,5870.9033,6228.627,6581.171,3845.6134440104165,4239.834263392857,5328.81201171875
1993-10-20,4002.5938,17.651612903225807,11.297032258064515,3784.455,3950.643,4382.343,4955.4697,7367.7793,6002.4307,6527.5713,3862.9303385416665,4103.709123883928,5088.441615513393
1993-10-21,4448.116,17.54193548387097,11.22683870967742,4002.5938,3801.7422,4152.356,4651.831,7756.9385,5832.754,6535.089,4078.3883463541665,4074.607003348214,4852.09716796875
1993-10-22,4727.1797,17.43225806451613,11.156645161290323,4448.116,3784.455,3950.643,4382.343,6940.422,5736.5127,6584.8975,4392.6298828125,4123.869419642857,4694.008440290178
1993-10-23,4689.914,17.32258064516129,11.086451612903225,4727.1797,4002.5938,3801.7422,4152.356,6216.1973,5663.6934,6598.4893,4621.736653645833,4200.663434709822,4584.988211495535
1993-10-24,4635.125,17.21290322580645,11.01625806451613,4689.914,4448.116,3784.455,3950.643,5812.413,5574.498,6563.0146,4684.072916666667,4298.446568080357,4500.896205357143
1993-10-25,4652.8574,17.10322580645161,10.946064516129033,4635.125,4727.1797,4002.5938,3801.7422,5557.368,5484.505,6563.8076,4659.298828125,4420.034458705357,4436.288295200893
1993-10-26,4592.667,16.993548387096773,10.875870967741935,4652.8574,4689.914,4448.116,3784.455,5273.41,5870.9033,6548.1797,4626.883138020833,4535.493303571428,4387.663783482143
1993-10-27,4454.0586,16.883870967741935,10.80567741935484,4592.667,4635.125,4727.1797,4002.5938,4955.4697,7367.7793,6433.282,4566.527669270833,4599.98828125,4351.848702566965
1993-10-28,4319.425,16.774193548387096,10.735483870967743,4454.0586,4652.8574,4689.914,4448.116,4651.831,7756.9385,6228.627,4455.383463541667,4581.603794642857,4328.105398995535
1993-10-29,4178.1865,16.664516129032258,10.665290322580645,4319.425,4592.667,4635.125,4727.1797,4382.343,6940.422,6002.4307,4317.223307291667,4503.176199776785,4313.522809709822
1993-10-30,3987.0742,16.55483870967742,10.595096774193548,4178.1865,4454.0586,4652.8574,4689.914,4152.356,6216.1973,5832.754,4161.561848958333,4402.7705078125,4301.71697126116
1993-10-31,3759.6572,16.44516129032258,10.524903225806453,3987.0742,4319.425,4592.667,4635.125,3950.643,5812.413,5736.5127,3974.97265625,4277.703683035715,4288.075125558035
1993-11-01,3528.9844,16.335483870967742,10.454709677419356,3759.6572,4178.1865,4454.0586,4652.8574,3801.7422,5557.368,5663.6934,3758.5719401041665,4117.150390625,4268.592424665178
1993-11-02,3309.9512,16.225806451612904,10.384516129032258,3528.9844,3987.0742,4319.425,4592.667,3784.455,5273.41,5574.498,3532.8642578125,3933.9052734375,4234.699288504465
1993-11-03,3106.6074,16.116129032258065,10.314322580645161,3309.9512,3759.6572,4178.1865,4454.0586,4002.5938,4955.4697,5484.505,3315.1809895833335,3741.4122488839284,4170.700265066965
1993-11-04,2922.458,16.006451612903227,10.244129032258066,3106.6074,3528.9844,3987.0742,4319.425,4448.116,4651.831,5870.9033,3113.0055338541665,3541.8455636160716,4061.724679129464
1993-11-05,2763.0938,15.896774193548387,10.173935483870968,2922.458,3309.9512,3759.6572,4178.1865,4727.1797,4382.343,7367.7793,2930.7197265625,3339.689453125,3921.4328264508927
1993-11-06,2631.0352,15.787096774193548,10.103741935483871,2763.0938,3106.6074,3528.9844,3987.0742,4689.914,4152.356,7756.9385,2772.1956380208335,3145.9695870535716,3774.370047433036
1993-11-07,2516.8838,15.67741935483871,10.033548387096776,2631.0352,2922.458,3309.9512,3759.6572,4635.125,3950.643,6940.422,2637.0042317708335,2968.4305245535716,3623.0671037946427
1993-11-08,2408.25,15.567741935483872,9.963354838709678,2516.8838,2763.0938,3106.6074,3528.9844,4652.8574,3801.7422,6216.1973,2518.7229817708335,2808.325613839286,3462.7380022321427
1993-11-09,2297.7998,15.458064516129033,9.893161290322581,2408.25,2631.0352,2922.458,3309.9512,4592.667,3784.455,5812.413,2407.64453125,2663.7325613839284,3298.818917410714
1993-11-10,2182.6006,15.348387096774193,9.822967741935486,2297.7998,2516.8838,2763.0938,3106.6074,4454.0586,4002.5938,5557.368,2296.216796875,2531.7315848214284,3136.5719168526784
1993-11-11,2065.2285,15.238709677419354,9.752774193548388,2182.6006,2408.25,2631.0352,2922.458,4319.425,4448.116,5273.41,2181.8763020833335,2409.2702287946427,2975.5578962053573
1993-11-12,1951.166,15.129032258064516,9.682580645161291,2065.2285,2297.7998,2516.8838,2763.0938,4178.1865,4727.1797,4955.4697,2066.3317057291665,2293.2805524553573,2816.4850027901784
1993-11-13,1844.2607,15.019354838709678,9.612387096774196,1951.166,2182.6006,2408.25,2631.0352,3987.0742,4689.914,4651.831,1953.5517578125,2180.884207589286,2663.4268973214284
1993-11-14,1746.5537,14.90967741935484,9.542193548387099,1844.2607,2065.2285,2297.7998,2516.8838,3759.6572,4635.125,4382.343,1847.3268229166667,2070.8370535714284,2519.6337890625
1993-11-15,1659.1191,14.8,9.472000000000001,1746.5537,1951.166,2182.6006,2408.25,3528.9844,4652.8574,4152.356,1749.9778645833333,1963.818359375,2386.0719866071427
1993-11-16,1581.3691,14.846666666666668,9.501866666666668,1659.1191,1844.2607,2065.2285,2297.7998,3309.9512,4592.667,3950.643,1662.3473307291667,1861.4711216517858,2262.6018415178573
1993-11-17,1511.7305,14.893333333333334,9.531733333333335,1581.3691,1746.5537,1951.166,2182.6006,3106.6074,4454.0586,3801.7422,1584.0729166666667,1765.632533482143,2148.682059151786
1993-11-18,1448.248,14.940000000000001,9.561600000000002,1511.7305,1659.1191,1844.2607,2065.2285,2922.458,4319.425,3784.455,1513.7825520833333,1677.492466517857,2043.38134765625
1993-11-19,1390.3115,14.986666666666666,9.591466666666667,1448.248,1581.3691,1746.5537,1951.166,2763.0938,4178.1865,4002.5938,1450.0966796875,1597.370396205357,1945.325474330357
1993-11-20,1339.6133,15.033333333333333,9.621333333333334,1390.3115,1511.7305,1659.1191,1844.2607,2631.0352,3987.0742,4448.116,1392.7242838541667,1525.2779017857142,1853.0810546875
1993-11-21,1298.5664,15.08,9.651200000000001,1339.6133,1448.248,1581.3691,1746.5537,2516.8838,3759.6572,4727.1797,1342.8304036458333,1461.2797154017858,1766.058384486607
1993-11-22,1267.6777,15.126666666666667,9.681066666666668,1298.5664,1390.3115,1511.7305,1659.1191,2408.25,3528.9844,4689.914,1301.9524739583333,1405.3595145089287,1684.5889369419642
1993-11-23,1239.9951,15.173333333333334,9.710933333333335,1267.6777,1339.6133,1448.248,1581.3691,2297.7998,3309.9512,4635.125,1268.7464192708333,1356.591796875,1609.031459263393
1993-11-24,1210.4785,15.22,9.7408,1239.9951,1298.5664,1390.3115,1511.7305,2182.6006,3106.6074,4652.8574,1239.3837890625,1313.5558035714287,1539.5941685267858
1993-11-25,1193.7051,15.266666666666667,9.770666666666667,1210.4785,1267.6777,1339.6133,1448.248,2065.2285,2922.458,4592.667,1214.7262369791667,1277.1925223214287,1477.342494419643
1993-11-26,1313.917,15.313333333333334,9.800533333333334,1193.7051,1239.9951,1298.5664,1390.3115,1951.166,2763.0938,4454.0586,1239.3668619791667,1266.279017857143,1431.82470703125
1993-11-27,1495.0635,15.36,9.830400000000001,1313.917,1210.4785,1267.6777,1339.6133,1844.2607,2631.0352,4319.425,1334.228515625,1288.4861886160713,1406.882045200893
1993-11-28,1620.2725,15.406666666666666,9.860266666666668,1495.0635,1193.7051,1239.9951,1298.5664,1746.5537,2516.8838,4178.1865,1476.4176432291667,1334.4441964285713,1397.8619559151787
1993-11-29,1861.459,15.453333333333333,9.890133333333335,1620.2725,1313.917,1210.4785,1267.6777,1659.1191,2408.25,3987.0742,1658.931640625,1419.2700892857142,1412.3148018973213
1993-11-30,1922.3887,15.5,9.920000000000002,1861.459,1495.0635,1193.7051,1239.9951,1581.3691,2297.7998,3759.6572,1801.3733723958333,1516.7548828125,1436.67333984375
1993-12-01,1809.9678,15.546666666666667,9.949866666666667,1922.3887,1620.2725,1313.917,1210.4785,1511.7305,2182.6006,3528.9844,1864.6051432291667,1602.396205357143,1457.9760044642858
1993-12-02,1668.415,15.593333333333334,9.979733333333334,1809.9678,1861.459,1495.0635,1193.7051,1448.248,2065.2285,3309.9512,1800.2571614583333,1670.2119140625,1473.7022181919642
1993-12-03,1542.793,15.64,10.0096,1668.415,1922.3887,1620.2725,1313.917,1390.3115,1951.166,3106.6074,1673.7252604166667,1702.908482142857,1484.59375
1993-12-04,1444.4883,15.686666666666667,10.039466666666668,1542.793,1809.9678,1861.459,1495.0635,1339.6133,1844.2607,2922.458,1551.8987630208333,1695.6834542410713,1492.0848214285713
1993-12-05,1365.1396,15.733333333333333,10.069333333333335,1444.4883,1668.415,1922.3887,1620.2725,1298.5664,1746.5537,2763.0938,1450.8069661458333,1659.2359095982142,1496.840053013393
1993-12-06,1292.7412,15.78,10.0992,1365.1396,1542.793,1809.9678,1861.459,1267.6777,1659.1191,2631.0352,1367.4563802083333,1577.990513392857,1498.6303013392858
1993-12-07,1223.4541,15.826666666666666,10.129066666666667,1292.7412,1444.4883,1668.415,1922.3887,1239.9951,1581.3691,2516.8838,1293.7783203125,1478.1427176339287,1497.4488002232142
1993-12-08,1164.3984,15.873333333333333,10.158933333333334,1223.4541,1365.1396,1542.793,1809.9678,1210.4785,1511.7305,2408.25,1226.8645833333333,1385.9185267857142,1494.1573660714287
1993-12-09,1120.6377,15.92,10.1888,1164.3984,1292.7412,1444.4883,1668.415,1193.7051,1448.248,2297.7998,1169.4967447916667,1307.6646205357142,1488.938267299107
1993-12-10,1078.9219,15.966666666666667,10.218666666666667,1120.6377,1223.4541,1365.1396,1542.793,1313.917,1390.3115,2182.6006,1121.3193359375,1241.3973214285713,1472.1529017857142
1993-12-11,1044.2227,16.013333333333332,10.248533333333334,1078.9219,1164.3984,1292.7412,1444.4883,1495.0635,1339.6133,2065.2285,1081.2607421875,1184.216517857143,1439.949986049107
1993-12-12,1037.1973,16.06,10.278400000000001,1044.2227,1120.6377,1223.4541,1365.1396,1620.2725,1298.5664,1951.166,1053.447265625,1137.3676060267858,1398.3017578125
1993-12-13,1056.7656,16.106666666666666,10.308266666666666,1037.1973,1078.9219,1164.3984,1292.7412,1861.459,1267.6777,1844.2607,1046.0618489583333,1103.6568080357142,1340.8236607142858
1993-12-14,1078.0156,16.153333333333332,10.338133333333333,1056.7656,1044.2227,1120.6377,1223.4541,1922.3887,1239.9951,1746.5537,1057.326171875,1082.8798828125,1280.5113002232142
1993-12-15,1076.3623,16.2,10.368,1078.0156,1037.1973,1078.9219,1164.3984,1809.9678,1210.4785,1659.1191,1070.3811848958333,1070.3032924107142,1228.1109095982142
1993-12-16,1055.1641,16.270967741935483,10.41341935483871,1076.3623,1056.7656,1044.2227,1120.6377,1668.415,1193.7051,1581.3691,1069.8473307291667,1060.949916294643,1184.3072684151787
1993-12-17,1027.8975,16.341935483870966,10.45883870967742,1055.1641,1078.0156,1037.1973,1078.9219,1542.793,1313.917,1511.7305,1053.1412760416667,1053.6607142857142,1147.529017857143
