date,TanChau_Discharge,MyTho_EC,MyTho_Salinity,TanChau_Discharge_lag_1,TanChau_Discharge_lag_2,MyTho_Salinity_lag_1,Month
2021-07-01,2261.995,35.0,22.400000000000002,1723.8005,422.7835,20.032,7
2021-08-01,4026.8247,20.0,12.8,2261.995,1723.8005,22.400000000000002,8
2021-09-01,5971.1514,14.44,9.2416,4026.8247,2261.995,12.8,9
2021-10-01,7179.801,16.96,10.8544,5971.1514,4026.8247,9.2416,10
2021-11-01,4019.7163,20.3,12.992,7179.801,5971.1514,10.8544,11
2021-12-01,1503.5388,19.43,12.4352,4019.7163,7179.801,12.992,12
2022-01-01,571.432,18.5,11.84,1503.5388,4019.7163,12.4352,1
2022-02-01,280.76468,50.0,32.0,571.432,1503.5388,11.84,2
2022-03-01,323.19144,38.7,24.768,280.76468,571.432,32.0,3
2022-04-01,627.8047,25.7,16.448,323.19144,280.76468,24.768,4
2022-05-01,1265.4833,33.0,21.12,627.8047,323.19144,16.448,5
2022-06-01,3100.5857,23.7,15.168,1265.4833,627.8047,21.12,6
2022-07-01,3777.9294,24.6,15.744000000000002,3100.5857,1265.4833,15.168,7
2022-08-01,6360.854,16.68,10.6752,3777.9294,3100.5857,15.744000000000002,8
2022-09-01,7026.8477,16.3,10.432,6360.854,3777.9294,10.6752,9
2022-10-01,11387.337,13.53,8.6592,7026.8477,6360.854,10.432,10
2022-11-01,2865.029,18.62,11.9168,11387.337,7026.8477,8.6592,11
2022-12-01,1578.5118,17.15,10.975999999999999,2865.029,11387.337,11.9168,12
2023-01-01,628.0987,19.36,12.3904,1578.5118,2865.029,10.975999999999999,1
2023-02-01,415.0536,25.9,16.576,628.0987,1578.5118,12.3904,2
2023-03-01,213.73248,78.3,50.112,415.0536,628.0987,16.576,3
2023-04-01,51.638874,45.1,28.864,213.73248,415.0536,50.112,4
2023-05-01,303.69366,39.5,25.28,51.638874,213.73248,28.864,5
2023-06-01,1577.3092,37.9,24.256,303.69366,51.638874,25.28,6
2023-07-01,2472.4358,32.7,20.928,1577.3092,303.69366,24.256,7
2023-08-01,5558.779,14.8,9.472000000000001,2472.4358,1577.3092,20.928,8
2023-09-01,6403.075,14.5,9.28,5558.779,2472.4358,9.472000000000001,9
2023-10-01,7415.334,16.4,10.495999999999999,6403.075,5558.779,9.28,10
2023-11-01,3394.275,15.7,10.048,7415.334,6403.075,10.495999999999999,11
2023-12-01,1046.77,15.4,9.856,3394.275,7415.334,10.048,12
