precip_mm,temp_max_c,temp_min_c,temp_mean_c,et0_mm,wind_max_ms,rh_pct,radiation_mj,date
18.7,31.070967741935487,22.799999999999997,26.593548387096774,129.2,3.113225806451613,72.74193548387096,573.88,2000-01-01
23.1,32.175862068965515,23.317241379310342,27.33103448275862,133.64,3.341379310344828,68.44827586206897,567.87,2000-02-01
63.5,33.36451612903225,24.396774193548385,28.270967741935483,152.91,3.0306451612903227,71.90322580645162,667.93,2000-03-01
138.8,32.45333333333333,24.706666666666667,27.776666666666664,133.49,3.3316666666666666,80.53333333333333,614.52,2000-04-01
174.4,31.396774193548385,25.05483870967742,27.58709677419355,128.66,4.002903225806452,84.09677419354838,608.16,2000-05-01
238.0,30.290000000000003,24.446666666666665,26.596666666666668,108.27,3.8406666666666665,86.8,522.01,2000-06-01
152.2,30.396774193548385,24.387096774193548,26.69677419354839,116.07,4.8587096774193546,84.29032258064517,539.23,2000-07-01
219.2,30.651612903225807,24.461290322580645,26.748387096774195,116.85,4.972258064516129,83.48387096774194,532.73,2000-08-01
183.20000000000002,31.14333333333333,24.33,26.89333333333333,116.49,3.8866666666666663,83.23333333333333,539.68,2000-09-01
316.09999999999997,30.06451612903226,23.929032258064513,26.187096774193545,92.39,3.1629032258064513,87.19354838709677,435.51,2000-10-01
109.8,30.266666666666666,23.09333333333333,26.21333333333333,113.34,3.755666666666667,78.86666666666666,514.29,2000-11-01
119.8,29.606451612903225,23.05806451612903,25.864516129032257,106.96,3.603225806451613,80.61290322580645,496.8,2000-12-01
45.7,29.729032258064517,22.52258064516129,25.74516129032258,110.43,2.9083870967741934,81.61290322580645,528.04,2001-01-01
40.7,31.439285714285713,22.90357142857143,26.885714285714283,126.39,3.1503571428571426,72.92857142857143,568.66,2001-02-01
132.8,32.332258064516125,24.26774193548387,27.67096774193548,139.48,3.8496774193548386,75.45161290322581,603.84,2001-03-01
99.5,33.05,24.976666666666667,28.483333333333334,144.73,3.243333333333333,77.96666666666667,650.38,2001-04-01
122.2,32.12903225806452,25.203225806451613,28.003225806451614,136.28,4.116129032258065,81.35483870967742,621.32,2001-05-01
224.4,30.696666666666665,24.779999999999998,26.983333333333334,116.87,4.255333333333334,84.63333333333334,547.54,2001-06-01
179.4,30.783870967741933,24.661290322580644,27.1,127.17,4.824838709677419,83.2258064516129,591.44,2001-07-01
214.1,30.316129032258065,24.677419354838708,26.770967741935483,106.18,4.862903225806452,84.19354838709677,469.85,2001-08-01
215.9,31.123333333333335,24.496666666666666,27.013333333333332,114.15,4.152333333333334,84.73333333333333,535.54,2001-09-01
328.8,30.97741935483871,24.151612903225807,26.561290322580643,101.43,3.06,86.70967741935483,482.17,2001-10-01
43.9,30.3,22.576666666666664,26.006666666666668,127.03,3.8983333333333334,73.26666666666667,549.13,2001-11-01
16.9,31.822580645161292,22.983870967741936,26.96451612903226,138.12,3.649677419354839,65.29032258064517,561.08,2001-12-01
0.2,32.24193548387097,21.635483870967743,26.783870967741933,142.48,3.1932258064516126,63.29032258064516,618.61,2002-01-01
0.0,33.589285714285715,22.814285714285713,27.910714285714285,150.79,3.8417857142857144,58.82142857142857,625.03,2002-02-01
1.9000000000000001,35.57741935483871,25.0258064516129,29.809677419354838,181.0,3.7790322580645164,57.87096774193548,694.77,2002-03-01
47.7,35.95666666666667,26.096666666666668,30.446666666666665,173.47,3.7623333333333333,61.6,675.02,2002-04-01
118.8,34.096774193548384,26.18064516129032,29.529032258064515,161.17,4.539354838709677,71.61290322580645,660.8,2002-05-01
176.7,31.423333333333336,25.28666666666667,27.61,118.45,4.564333333333334,82.53333333333333,532.32,2002-06-01
89.2,32.65483870967742,25.63225806451613,28.42258064516129,151.68,5.6496774193548385,76.45161290322581,628.25,2002-07-01
254.20000000000002,30.796774193548387,24.706451612903226,27.0258064516129,114.37,4.848709677419355,81.7741935483871,488.7,2002-08-01
217.29999999999998,30.763333333333332,24.646666666666665,26.876666666666665,110.59,4.335333333333334,83.6,502.0,2002-09-01
209.2,31.416129032258063,24.203225806451613,27.029032258064515,118.46000000000001,2.893548387096774,82.83870967741936,557.49,2002-10-01
122.6,30.636666666666667,23.973333333333336,26.623333333333335,107.74,3.844666666666667,81.73333333333333,491.59,2002-11-01
60.2,31.029032258064515,23.870967741935484,27.0,115.41,2.870967741935484,80.74193548387096,542.21,2002-12-01
0.2,31.33225806451613,21.774193548387096,26.225806451612904,138.32,2.999032258064516,69.45161290322581,629.33,2003-01-01
0.6000000000000001,32.875,23.335714285714285,27.782142857142855,141.78,3.717142857142857,64.57142857142857,580.43,2003-02-01
16.1,34.94193548387097,25.309677419354838,29.65806451612903,170.73,3.4080645161290324,61.54838709677419,668.49,2003-03-01
23.3,36.84666666666667,26.45,31.063333333333333,179.12,3.503,59.9,694.24,2003-04-01
210.8,32.174193548387095,25.741935483870968,28.006451612903227,115.76,4.143870967741936,81.35483870967742,500.43,2003-05-01
168.3,31.59333333333333,25.206666666666667,27.69333333333333,128.75,4.246666666666667,82.03333333333333,585.37,2003-06-01
278.9,30.874193548387098,24.54516129032258,26.86774193548387,114.88,3.913870967741935,85.38709677419355,540.05,2003-07-01
251.6,31.103225806451615,24.990322580645163,27.23225806451613,119.94,4.800645161290323,83.09677419354838,542.97,2003-08-01
266.8,30.803333333333335,24.473333333333336,26.683333333333334,108.67,4.417666666666666,84.83333333333333,501.75,2003-09-01
402.9,30.193548387096776,23.86774193548387,26.151612903225807,97.44,3.0593548387096776,86.38709677419355,461.38,2003-10-01
79.6,31.583333333333332,23.733333333333334,27.256666666666668,124.71000000000001,3.0993333333333335,76.13333333333334,569.51,2003-11-01
7.8999999999999995,31.203225806451613,22.27741935483871,26.47741935483871,134.89,3.6851612903225806,64.16129032258064,556.44,2003-12-01
1.9,32.18064516129032,23.06451612903226,27.361290322580647,136.84,3.0706451612903227,66.16129032258064,587.86,2004-01-01
1.4000000000000001,32.282758620689656,22.658620689655173,27.158620689655173,142.53,3.520344827586207,65.3103448275862,607.85,2004-02-01
7.800000000000001,34.83548387096774,24.825806451612905,29.287096774193547,169.56,3.8883870967741934,63.12903225806452,660.27,2004-03-01
34.9,36.41,26.63,30.69,173.3,3.618,63.46666666666667,689.02,2004-04-01
125.0,33.170967741935485,25.661290322580644,28.593548387096774,135.65,4.104193548387097,78.7741935483871,591.33,2004-05-01
218.2,30.653333333333332,24.96333333333333,27.066666666666666,113.38,4.525333333333333,84.53333333333333,522.37,2004-06-01
199.1,30.851612903225806,24.725806451612904,27.019354838709678,119.0,4.483548387096774,84.0,551.84,2004-07-01
191.3,30.638709677419353,24.725806451612904,26.93548387096774,116.69,5.159677419354838,83.3225806451613,521.89,2004-08-01
207.5,31.290000000000003,24.426666666666666,27.016666666666666,115.41,3.5283333333333333,83.96666666666667,543.06,2004-09-01
