date,station,lat,lon,conductivity_mS_per_m,unit,grade,approval,obs_type
2007-07-15,MyTho,10.36,106.36,19.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2007-08-15,MyTho,10.36,106.36,14.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2007-09-15,MyTho,10.36,106.36,15.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2007-10-15,MyTho,10.36,106.36,15.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2007-11-15,MyTho,10.36,106.36,16.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2007-12-15,MyTho,10.36,106.36,14.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-01-15,MyTho,10.36,106.36,14.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-02-15,MyTho,10.36,106.36,15.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-03-15,MyTho,10.36,106.36,18.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-04-15,MyTho,10.36,106.36,44.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-05-15,MyTho,10.36,106.36,25.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-06-15,MyTho,10.36,106.36,22.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-07-15,MyTho,10.36,106.36,15.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-08-15,MyTho,10.36,106.36,15.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-09-15,MyTho,10.36,106.36,17.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-10-15,MyTho,10.36,106.36,14.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-11-15,MyTho,10.36,106.36,14.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2008-12-15,MyTho,10.36,106.36,16.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-01-15,MyTho,10.36,106.36,21.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-02-15,MyTho,10.36,106.36,17.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-03-15,MyTho,10.36,106.36,25.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-04-15,MyTho,10.36,106.36,159.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-05-15,MyTho,10.36,106.36,26.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-06-15,MyTho,10.36,106.36,22.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-07-15,MyTho,10.36,106.36,17.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-08-15,MyTho,10.36,106.36,10.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-09-15,MyTho,10.36,106.36,13.41,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-10-15,MyTho,10.36,106.36,11.26,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-11-15,MyTho,10.36,106.36,12.44,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2009-12-15,MyTho,10.36,106.36,14.38,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-01-15,MyTho,10.36,106.36,18.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-02-15,MyTho,10.36,106.36,19.09,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-03-15,MyTho,10.36,106.36,26.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-04-15,MyTho,10.36,106.36,141.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-05-15,MyTho,10.36,106.36,260.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-06-15,MyTho,10.36,106.36,24.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-07-15,MyTho,10.36,106.36,27.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-08-15,MyTho,10.36,106.36,18.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-09-15,MyTho,10.36,106.36,17.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-10-15,MyTho,10.36,106.36,15.78,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-11-15,MyTho,10.36,106.36,15.43,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2010-12-15,MyTho,10.36,106.36,19.12,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-01-15,MyTho,10.36,106.36,17.63,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-02-15,MyTho,10.36,106.36,25.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-03-15,MyTho,10.36,106.36,29.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-04-15,MyTho,10.36,106.36,23.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-05-15,MyTho,10.36,106.36,26.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-06-15,MyTho,10.36,106.36,22.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-07-15,MyTho,10.36,106.36,14.97,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-08-15,MyTho,10.36,106.36,11.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-09-15,MyTho,10.36,106.36,12.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-10-15,MyTho,10.36,106.36,13.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-11-15,MyTho,10.36,106.36,12.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2011-12-15,MyTho,10.36,106.36,14.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-01-15,MyTho,10.36,106.36,13.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-02-15,MyTho,10.36,106.36,15.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-03-15,MyTho,10.36,106.36,17.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-04-15,MyTho,10.36,106.36,48.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-05-15,MyTho,10.36,106.36,50.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-06-15,MyTho,10.36,106.36,21.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-07-15,MyTho,10.36,106.36,18.84,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-08-15,MyTho,10.36,106.36,14.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-09-15,MyTho,10.36,106.36,16.59,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-10-15,MyTho,10.36,106.36,13.28,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-11-15,MyTho,10.36,106.36,15.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2012-12-15,MyTho,10.36,106.36,15.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-01-15,MyTho,10.36,106.36,17.03,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-02-15,MyTho,10.36,106.36,22.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-03-15,MyTho,10.36,106.36,72.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-04-15,MyTho,10.36,106.36,38.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-05-15,MyTho,10.36,106.36,27.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-06-15,MyTho,10.36,106.36,21.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-07-15,MyTho,10.36,106.36,20.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-08-15,MyTho,10.36,106.36,16.67,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-09-15,MyTho,10.36,106.36,20.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-10-15,MyTho,10.36,106.36,14.37,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-11-15,MyTho,10.36,106.36,14.52,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2013-12-15,MyTho,10.36,106.36,13.92,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-01-15,MyTho,10.36,106.36,15.76,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-02-15,MyTho,10.36,106.36,14.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-03-15,MyTho,10.36,106.36,20.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-04-15,MyTho,10.36,106.36,24.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-05-15,MyTho,10.36,106.36,23.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-06-15,MyTho,10.36,106.36,25.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-07-15,MyTho,10.36,106.36,12.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-08-15,MyTho,10.36,106.36,11.87,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-09-15,MyTho,10.36,106.36,12.16,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-10-15,MyTho,10.36,106.36,14.48,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-11-15,MyTho,10.36,106.36,13.91,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2014-12-15,MyTho,10.36,106.36,16.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-01-15,MyTho,10.36,106.36,18.16,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-02-15,MyTho,10.36,106.36,41.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-03-15,MyTho,10.36,106.36,42.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-04-15,MyTho,10.36,106.36,31.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-05-15,MyTho,10.36,106.36,29.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-06-15,MyTho,10.36,106.36,40.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-07-15,MyTho,10.36,106.36,21.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-08-15,MyTho,10.36,106.36,14.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-09-15,MyTho,10.36,106.36,13.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-10-15,MyTho,10.36,106.36,12.08,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-11-15,MyTho,10.36,106.36,13.86,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2015-12-15,MyTho,10.36,106.36,16.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-01-15,MyTho,10.36,106.36,173.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-02-15,MyTho,10.36,106.36,91.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-03-15,MyTho,10.36,106.36,385.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-04-15,MyTho,10.36,106.36,103.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-05-15,MyTho,10.36,106.36,32.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-06-15,MyTho,10.36,106.36,32.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-07-15,MyTho,10.36,106.36,16.29,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-08-15,MyTho,10.36,106.36,15.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-09-15,MyTho,10.36,106.36,23.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-10-15,MyTho,10.36,106.36,14.07,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-11-15,MyTho,10.36,106.36,14.06,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2016-12-15,MyTho,10.36,106.36,18.19,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-01-15,MyTho,10.36,106.36,17.15,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-02-15,MyTho,10.36,106.36,20.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-03-15,MyTho,10.36,106.36,19.34,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-04-15,MyTho,10.36,106.36,28.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-05-15,MyTho,10.36,106.36,25.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-06-15,MyTho,10.36,106.36,19.45,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-07-15,MyTho,10.36,106.36,16.41,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-08-15,MyTho,10.36,106.36,11.84,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-09-15,MyTho,10.36,106.36,13.42,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-10-15,MyTho,10.36,106.36,12.55,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-11-15,MyTho,10.36,106.36,14.95,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2017-12-15,MyTho,10.36,106.36,17.32,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-01-15,MyTho,10.36,106.36,19.02,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-02-15,MyTho,10.36,106.36,18.77,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-03-15,MyTho,10.36,106.36,23.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-04-15,MyTho,10.36,106.36,50.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-05-15,MyTho,10.36,106.36,29.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-06-15,MyTho,10.36,106.36,21.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-07-15,MyTho,10.36,106.36,24.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-08-15,MyTho,10.36,106.36,22.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-09-15,MyTho,10.36,106.36,13.57,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-10-15,MyTho,10.36,106.36,15.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-11-15,MyTho,10.36,106.36,16.04,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2018-12-15,MyTho,10.36,106.36,16.64,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-01-15,MyTho,10.36,106.36,19.58,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-02-15,MyTho,10.36,106.36,23.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-03-15,MyTho,10.36,106.36,31.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-04-16,MyTho,10.36,106.36,26.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-05-15,MyTho,10.36,106.36,57.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-06-15,MyTho,10.36,106.36,25.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-07-15,MyTho,10.36,106.36,24.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-08-15,MyTho,10.36,106.36,15.95,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-09-16,MyTho,10.36,106.36,8.75,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-10-15,MyTho,10.36,106.36,13.99,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-11-15,MyTho,10.36,106.36,16.53,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2019-12-15,MyTho,10.36,106.36,47.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-01-15,MyTho,10.36,106.36,22.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-02-15,MyTho,10.36,106.36,558.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-03-15,MyTho,10.36,106.36,692.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-04-16,MyTho,10.36,106.36,607.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-05-15,MyTho,10.36,106.36,398.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-06-15,MyTho,10.36,106.36,55.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-07-15,MyTho,10.36,106.36,36.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-08-15,MyTho,10.36,106.36,22.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-09-15,MyTho,10.36,106.36,20.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-10-15,MyTho,10.36,106.36,20.95,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-11-15,MyTho,10.36,106.36,22.85,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2020-12-15,MyTho,10.36,106.36,22.15,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-01-15,MyTho,10.36,106.36,19.74,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-02-15,MyTho,10.36,106.36,55.2,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-03-15,MyTho,10.36,106.36,191.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-04-15,MyTho,10.36,106.36,194.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-05-15,MyTho,10.36,106.36,34.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-06-15,MyTho,10.36,106.36,31.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-07-15,MyTho,10.36,106.36,35.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-08-15,MyTho,10.36,106.36,20.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-09-15,MyTho,10.36,106.36,14.44,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-10-15,MyTho,10.36,106.36,16.96,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-11-15,MyTho,10.36,106.36,20.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2021-12-15,MyTho,10.36,106.36,19.43,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-01-15,MyTho,10.36,106.36,18.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-02-15,MyTho,10.36,106.36,50.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-03-15,MyTho,10.36,106.36,38.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-04-15,MyTho,10.36,106.36,25.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-05-15,MyTho,10.36,106.36,33.0,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-06-15,MyTho,10.36,106.36,23.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-07-15,MyTho,10.36,106.36,24.6,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-08-15,MyTho,10.36,106.36,16.68,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-09-15,MyTho,10.36,106.36,16.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-10-15,MyTho,10.36,106.36,13.53,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-11-15,MyTho,10.36,106.36,18.62,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2022-12-15,MyTho,10.36,106.36,17.15,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-01-15,MyTho,10.36,106.36,19.36,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-02-15,MyTho,10.36,106.36,25.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-03-15,MyTho,10.36,106.36,78.3,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-04-15,MyTho,10.36,106.36,45.1,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-05-15,MyTho,10.36,106.36,39.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-06-15,MyTho,10.36,106.36,37.9,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-07-15,MyTho,10.36,106.36,32.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-08-15,MyTho,10.36,106.36,14.8,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-09-15,MyTho,10.36,106.36,14.5,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-10-15,MyTho,10.36,106.36,16.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-11-15,MyTho,10.36,106.36,15.7,mS/m,Unverified data,Raw - Not Yet Reviewed,O
2023-12-15,MyTho,10.36,106.36,15.4,mS/m,Unverified data,Raw - Not Yet Reviewed,O
